商品ID,标题,价格,参数信息,评论数,好评度,热点评论词
31127111259,华为（HUAWEI）荣耀Note10 6.95英寸全面屏 液冷双Turbo大屏大电池游戏娱乐手机 幻夜黑 全网通 6GB+128GB,1699,"华为（HUAWEI）荣耀Note10,31127111259,0.6kg,中国大陆,6GB,其它存储,支持MicroSD(TF),2400万像素,1300万像素,其他,5000mAh,4.5V/5A,黑色,液冷散热，快速充电，人脸识别,VOLTE 4G通话",100,97,nan
62801142656,华为 nova 5z 手机 【3期免息】【赠10000mAh移动电源】 翡冷翠 6GB+128GB,1699,"华为（HUAWEI）nova 5z,62801142656,0.7kg,中国大陆,麒麟810,6GB,64GB,NM存储卡,后置四摄,4800万像素,3200万像素,后置四摄,6.26英寸,其它分辨率,极点屏,4000,10V/2A,混合色,Android(安卓)",3,100,"像素一流,声音清晰,"
41962379224,华为（HUAWEI）荣耀10青春 全网通智能手机 渐变红 全网通（6G+128G）,1699,"华为（HUAWEI）荣耀10青春,41962379224,365.00g,6GB,64GB,支持MicroSD(TF),1300万像素,2400万像素,其他,3400mAh（典型值）,5V/2A,红色",30,100,nan
57205595949,华为（HUAWEI） 荣耀8X 手机全面屏全网通 幻影蓝 6G+128G,1699,"华为（HUAWEI） 荣耀8X 手机全面屏全网通 幻影蓝 6G+128G,57205595949,1.0kg,其它内存,128GB,其它存储卡,2000万像素,1600万像素,其他,3750,其他,其他,其他,超大字体",30,100,nan
45571779451,华为（HUAWEI）荣耀8X 手机 幻夜黑 全网通(6G+128G ),1699,"华为（HUAWEI）荣耀8X,45571779451,210.00g,其他,128GB,其它存储卡,后置双摄,2400万像素,1600万像素,6.5英寸,其它分辨率,其它屏幕比例,其他,3750,5V/2A,其他,Android(安卓)",70,100,"散热性佳,"
48940510985,华为麦芒8 手机【7天价保 5重好礼】 黑色 全网通6G+128G,1700,"华为（HUAWEI）麦芒8,48940510985,0.6kg,其他,128GB,其它存储卡,其他,其他,其他,6.21英寸,其它分辨率,其它屏幕比例,水滴屏,3400mAh（典型值）,5V/2A,黑色,Android(安卓)",300,96,"完美运行,清晰度高,功能齐全,声音洪亮,像素一流,轻薄适中,按键灵敏,内存充足,新颖别致,"
63057272046,华为 nova 5z 手机麒麟810芯片 4800万AI四摄 3200万人像超级夜景 幻夜黑 6GB+128GB,1709,"华为（HUAWEI）nova 5z ,63057272046,430.00g,麒麟810,6GB,64GB,NM存储卡,后置四摄,4800万像素,3200万像素,6.26英寸,全高清FHD+,其它屏幕比例,极点屏,4000,10V/2A,黑色,Android(安卓)",60,96,nan
61761020940,【过潮年 有机惠】华为 HUAWEI nova5z 手机 麒麟810全网通 正品直供 多期免息 苏音蓝 6GB+128GB,1728,"【过潮年 有机惠】华为 HUAWEI nova5z 手机 麒麟810全网通 正品直供 多期免息 苏音蓝 6GB+128GB,61761020940,420.00g,麒麟810,6GB,128GB,NM存储卡,后置三摄,4800万像素,3200万像素,6.26英寸,其它分辨率,极点屏,4000,10V/2A,蓝色,Android(安卓)",0,100,nan
37185586388,华为（HUAWEI） P10 双卡双待 智能手机 全网通4G 支持NFC刷卡闪付 P10陶瓷白 公开全网通4G(4GB+128GB),1749,"华为（HUAWEI） P10 双卡双待 智能手机 全网通4G 支持NFC刷卡闪付 P10陶瓷白 公开全网通4G(4GB+128GB),37185586388,0.6kg,64GB,支持MicroSD(TF),2000万像素,800万像素,老式屏幕(16:9),3200,9V/2A,白色,快速充电,VOLTE 4G通话，MIMO多天线技术，移动4G+,智能机(老龄模式)",1000,96,nan
39876241308,华为nova4手机全网通智能手机 亮黑色 (8+128G) 2000万三摄,1769,"华为nova4手机全网通智能手机 亮黑色 (8+128G) 2000万三摄,39876241308,400.00g,8GB,其它存储,不支持存储卡,2000万像素,2500万像素,其他,3750mAh（典型值）,9V/2A,黑色,快速充电，人脸识别",1500,98,"流畅至极,清晰度高,拍照一流,内存充足,高科技感,声音洪亮,色彩饱满,持久耐用,散热性佳,操作简单,"
54918262563,【千玺代言】华为 HUAWEI nova 4 极点全面屏手机 2000万超广角三摄 6 亮黑色 8GB+128GB,1769,"【千玺代言】华为 HUAWEI nova 4 极点全面屏手机 2000万超广角三摄 6 亮黑色 8GB+128GB,54918262563,470.00g,8GB,128GB,支持MicroSD(TF),2000万像素,2500万像素,其他,20190817190000,其他,黑色",20,100,"完美运行,清晰度高,待机给力,散热性佳,配置超棒,色彩饱满,拍照一流,清晰无杂音,握感舒适,"
59804553950,【过潮年 春节正常发 机惠】华为HUAWEI 荣耀20青春 手机 屏内解锁 直供正品 春节保价 爆款 幻夜黑 全网通 8GB+128GB,1769.8,"【过潮年 春节正常发 机惠】华为HUAWEI 荣耀20青春 手机 屏内解锁 直供正品 春节保价 爆款 幻夜黑 全网通 8GB+128GB,59804553950,1.0kg,8GB,128GB,NM存储卡,4800万像素,1600万像素,其他,4000mAh（典型值） 3900mAh（最小值）,10V/2A,黑色",40,100,nan
59810134443,华为（HUAWEI） 荣耀20青春版 全网通4G全面屏手机 幻夜黑 全网通8GB+128GB,1788,"华为（HUAWEI）荣耀20青春版,59810134443,500.00g,其他,8GB,64GB,NM存储卡,后置三摄,4800万像素,1600万像素,6.3英寸,其它分辨率,其它屏幕比例,其他,4000mAh（典型值） 3900mAh（最小值）,10V/2A,黑色,Android(安卓)",40,88,nan
49467025725,华为荣耀Note10全网通手机 幻夜黑（6GB+128GB）,1788,"华为（HUAWEI）荣耀Note10,49467025725,0.585kg,其它存储,支持MicroSD(TF),2400万像素,1300万像素,其他,5000mAh（典型值） 4900mAh（额定值）,5V/4.5A,其他,快速充电",20,100,nan
41672327127,华为（HUAWEI） 荣耀V10 全面屏游戏手机 双卡双待 移动联通电信4G刷卡NFC全网通4G 沙滩金 全网通6G+64GB,1789,"华为（HUAWEI）荣耀V10,41672327127,1.0kg,6GB,其它存储,支持MicroSD(TF),2000万像素,1300万像素,其他,3750,5V/4.5A,金色,NFC，人脸识别，快速充电,<90%,其他,20-26W",100,93,nan
62354847158,华为 荣耀20S 手机 麒麟810旗舰级芯片 全面屏智能手机4800万超广角 白色8+128GB（店长推荐）,1798,"华为（HUAWEI）荣耀20S,62354847158,500.00g,麒麟980,8GB,128GB,其它存储卡,后置单摄,4800万像素,3200万像素,6.26英寸,其它分辨率,其它屏幕比例,其他,3750mAh（典型值）,10V/2A,白色,其他,Android(安卓)",30,100,nan
33187663020,华为（HUAWEI） P10 Plus NFC智能手机 指纹识别 全网通4G手机 p10 plus 陶瓷白 全网通（6G+64GB）,1798,"华为（HUAWEI） P10 Plus  NFC智能手机 指纹识别 全网通4G手机 p10 plus 陶瓷白 全网通（6G+64GB）,33187663020,400.00g,6GB,64GB,支持MicroSD(TF),其他,其他,其他,3750,其他,白色",100,97,nan
1.00E+11,"京品手机
荣耀Magic2魔法手机 麒麟980AI智能芯片 超广角AI三摄 8GB+128GB 渐变红 移动联通电信4G 双卡双待",1799,"华为荣耀Magic2,100001364190,206.00g,中国大陆,麒麟980,8GB,128GB,不支持存储卡,后置三摄,1600万像素,1600万像素,后置三摄，后置多摄,6.39 英寸,全高清FHD+,其它屏幕比例,滑盖式摄像头，超高屏占比(>90%)的未开孔屏幕,3500mAh（典型值）,10V/4A,渐变红,人脸识别，快速充电，屏幕指纹，NFC，超高屏占比，瀑布屏，3D(ToF或结构光),其他,语音识别(文字语音互转),Android(安卓)",250000,97,"响应速度飞快,高速快充,超高屏占比,清晰大屏,颜色绚丽,线条流畅,手感一流,解锁迅速,相机一流,音质上乘,配置高端,"
8614321,荣耀Note10 全网通8G+128G幻夜黑 移动联通电信4G全面屏手机 双卡双待 游戏手机,1799,"华为荣耀Note10,8614321,230.00g,中国大陆,麒麟970,8GB,128GB,支持MicroSD(TF),后置双摄,2400万像素,1300万像素,后置双摄,6.95英寸,全高清FHD+,其它屏幕比例,其他,5000mAh（典型值） 4900mAh（额定值）,5V/4.5A,幻夜黑,快速充电，液冷散热，NFC,发烧级,语音识别(文字语音互转),Android(安卓)",240000,98,"响应速度飞快,清晰度高,线条流畅,长时间待机,立体声环绕大喇叭,散热性佳,舒适性强,色彩饱满,内存充足,拍照一流,"
50553927840,华为nova5i 手机【白条分期免息0首付】 苏音蓝 8+128G 全网通,1799,"华为nova5i 手机【白条分期免息0首付】 苏音蓝 8+128G 全网通,50553927840,1.0kg,8GB,128GB,其它存储卡,2400万像素,2400万像素,极点屏,4000mAh（典型值）,5V/2A,蓝色,人脸识别,其他",10000,97,"完美运行,清晰度高,漂亮大方,待机给力,颜色绚丽,内存充足,功能齐全,散热性佳,拍摄功能强,清晰无杂音,"
50931378568,【自营仓发货 3期免息】华为nova5i 智能手机 后置AI四摄 极点全面屏 全网通8GB+128GB幻夜黑,1799,"【自营仓发货 3期免息】华为nova5i 智能手机 后置AI四摄 极点全面屏 全网通8GB+128GB幻夜黑,50931378568,406.00g,其他,8GB,其它存储,支持MicroSD(TF),后置四摄,2400万像素,2400万像素,6.4英寸,全高清FHD+,其它屏幕比例,极点屏，其他,4000mAh（典型值）,其他,黑色,快速充电,Android(安卓)",1200,93,"清晰度高,颜色绚丽,设计人性化,待机给力,握感舒适,"
35699399341,荣耀magic2 全面屏手机 渐变蓝 全网通(8G+128G),1799,"华为（HUAWEI）荣耀Magic2,35699399341,200.00g,8GB,128GB,其它存储卡,2400万像素,1600万像素,滑盖式摄像头,3500mAh（典型值）,10V/4A,蓝色,人脸识别，快速充电,VOLTE 4G通话",1800,97,"完美运行,性能一流,质感俱佳,待机给力,散热性佳,"
63312669877,华为畅享10S 手机全网通智能手机 幻夜黑(6+128G),1799,"华为畅享10S 手机全网通智能手机 幻夜黑(6+128G),63312669877,379.00g,其他,6GB,64GB,NM存储卡,后置三摄,4800万像素,1600万像素,6.3英寸,全高清FHD+,其它屏幕比例,其他,4000mAh (典型值),5V/2A,黑色,Android(安卓)",400,99,nan
50709756407,华为nova5i 手机【赠百元好礼-当天发】咨询客服享好礼 苏音蓝 全网通（6G+128GB）分期0首付,1799,"华为nova5i 手机【赠百元好礼-当天发】咨询客服享好礼 苏音蓝 全网通（6G+128GB）分期0首付,50709756407,406.00g,其它内存,其它存储,支持MicroSD(TF),2400万像素,2400万像素,其他,4000mAh(典型值),5V/4A,其他,人脸识别，屏幕指纹",900,99,"反应超快,清晰度高,漂亮大方,色彩饱满,内存充足,拍摄功能强,照相功能强,功能齐全,充电快速,操作简单,"
53779319570,华为nova 5i手机 后置AI四摄 极点全面屏 前置2400万高清 全网通4G手机 苏音蓝 6GB+128GB,1799,"华为nova 5i手机 后置AI四摄 极点全面屏 前置2400万高清 全网通4G手机 苏音蓝 6GB+128GB,53779319570,400.00g,其他,6GB,128GB,NM存储卡,后置四摄,2400万像素,2400万像素,6.4英寸,全高清FHD+,其它屏幕比例,其他,4000mAh(典型值),5V/2A；其他,其他,Android(安卓),其他,其他",1400,98,"清晰度高,反应超快,颜色绚丽,功能齐全,完美拍照,解锁迅速,待机给力,"
50895453978,华为nova5i 手机 【碎屏险】后置4摄 苏音蓝 全网通(6G+128G),1799,"华为nova5i 手机 【碎屏险】后置4摄 苏音蓝 全网通(6G+128G),50895453978,406.00g,其他,其它存储,其它存储卡,2400万像素,2400万像素,其他,4000（参考值）,5V/2A,其他,超高屏占比",200,98,"流畅至极,清晰度高,功能齐全,颜色绚丽,内存充足,充电快速,拍照一流,线条流畅,散热性佳,音质上乘,"
52430520342,华为荣耀V20 游戏手机 麒麟980芯片 移动联通电信全网通4G全面屏手机 魅力红 6G+128G,1799,"华为（HUAWEI）荣耀V20,52430520342,200.00g,6GB,128GB,不支持存储卡,4800万像素,2500万像素,极点屏,4000,4.5V/5A；5V/2A；5V/4.5A,蓝色",20,75,nan
63246444744,【年终钜惠】华为 畅享10S 4800万超广角AI三摄 6G+128G全网通增强版手机 天空之境,1799,"【年终钜惠】华为  畅享10S 4800万超广角AI三摄 6G+128G全网通增强版手机 天空之境,63246444744,160.00g,其他,6GB,128GB,NM存储卡,后置三摄,4800万像素,1600万像素,其他英寸,其它分辨率,其它屏幕比例,其他,4000mAh (典型值),5V/2A,极光色,Android(安卓)",20,100,nan
45264307542,华为（HUAWEI） 华为畅享9 Plus 智能手机 极光紫 全网通 6+128GB,1799,"华为（HUAWEI） 华为畅享9 Plus 智能手机 极光紫 全网通 6+128GB,45264307542,0.87kg,6GB,64GB,支持MicroSD(TF),1300万像素,1600万像素,其他,4000mAh(典型值）,其他,极光色,其他",1300,97,"流畅至极,清晰度高,持久耐用,优质耐用,"
50647930915,华为nova5i手机【12期免息】 6G+128G幻夜黑 官方标配,1799,"华为（HUAWEI）nova5i,50647930915,500.00g,其他,6GB,其它存储,支持MicroSD(TF),后置四摄,2400万像素,2400万像素,6.4英寸,其它分辨率,18:9,其他,4000mAh,5V/2A,蓝色,Android(安卓)",900,99,"完美运行,清晰度高,漂亮大方,颜色绚丽,拍照一流,解锁迅速,操作简便,待机给力,内存充足,"
57090101500,华为荣耀10 手机GT游戏加速 幻夜黑 升级GT版 全网通 6GB+128GB,1799,"华为（HUAWEI）COL-AL10,57090101500,1.0kg,6GB,其它存储,支持MicroSD(TF),其他,2400万像素,刘海屏,3400mAh（典型值）,5V/4.5A,黑色,人脸识别，快速充电",5100,98,"完美运行,质感俱佳,待机给力,美颜神器,"
62366883712,华为 HUAWEI nova 5i 手机 后置AI四摄 极点全面屏 烟雨青蓝 6GB+128GB,1799,"华为（HUAWEI）华为nova5i,62366883712,500.00g,其他,6GB,128GB,支持MicroSD(TF),后置四摄,2400万像素,2400万像素,6.4英寸,全高清FHD+,其它屏幕比例,极点屏,4000,5V/2A,渐变色,Android(安卓)",600,99,nan
53578682545,华为荣耀9X手机 4000毫安超强续航4800万超清夜拍6.59英寸升降全面屏 新款华为手机荣耀 蓝色 6G+128G,1799,"华为荣耀9X手机 4000毫安超强续航4800万超清夜拍6.59英寸升降全面屏 新款华为手机荣耀手机 蓝色 6G+128G,53578682545,420.00g,6GB,128GB,支持MicroSD(TF),4800万像素,1600万像素,其他,4000,5V/2A,蓝色",30,100,nan
50817501171,华为 nova5i 手机 幻夜黑 全网通6+128G,1799,"华为 nova5i 手机 幻夜黑 全网通6+128G,50817501171,178.00g,6GB,其它存储,支持MicroSD(TF),2400万像素,2400万像素,极点屏,4000mAh(典型值),其他,黑色,NFC,其他",90,97,"颜色绚丽,小巧精致,操作简单,"
45525836789,【新品】华为 荣耀20i 智能拍照手机 双卡双待全网通4G 渐变蓝 6GB+256GB,1799,"【新品】华为 荣耀20i 智能拍照手机 双卡双待全网通4G 渐变蓝 6GB+256GB,45525836789,400.00g,其它内存,128GB,支持MicroSD(TF),2400万像素,3200万像素,水滴屏,以官网信息为准,其他,其他",200,97,"毫无卡顿,"
53351295476,华为 荣耀9X 全网通4G手机 魅海蓝 6GB+128GB,1799,"华为（HUAWEI）9X,53351295476,425.00g,6GB,其它存储,支持MicroSD(TF),4800万像素,1600万像素,其他,4000mAh（典型值）,5V/2A,其他",100,92,nan
52354366697,华为荣耀9X 手机【价保20天 赠10重豪礼】 魅海蓝 全网通版（6G+128G）,1799,"华为（HUAWEI）荣耀9x,52354366697,500.00g,6GB,其它存储,支持MicroSD(TF),4800万像素,1600万像素,其他,4000mAh（典型值）,其他,黑色",6400,98,"清晰度高,反应超快,待机给力,内存充足,功能齐全,颜色绚丽,手感一流,像素一流,漂亮大方,声音清晰,"
50643666817,【优惠200】华为nova5i 手机 苏音蓝 全网通（6G+128G）,1799,"【优惠200】华为nova5i 手机 苏音蓝 全网通（6G+128G）,50643666817,500.00g,其它存储,支持MicroSD(TF),2400万像素,2400万像素,极点屏,4000mAh（典型值）,5V/2A,蓝色,人脸识别，快速充电,其他",1400,98,"流畅至极,完美运行,颜色绚丽,毫无卡顿,照相一流,"
46080518711,华为荣耀20i手机 移动联通电信全网通4G手机 双卡双待 水滴全面屏 新款华为手机 荣耀 幻影黑 6G+256G,1799,"华为荣耀20i手机 移动联通电信全网通4G手机 双卡双待 水滴全面屏 新款华为手机 荣耀手机 幻影黑 6G+256G,46080518711,360.00g,其它存储,支持MicroSD(TF),2400万像素,3200万像素,水滴屏，其他,3400mAh（典型值）,5V/2A,黑色",50,100,nan
30960109106,【12期免息】华为荣耀 note10 大屏手机 幻影蓝 公开全网通(6GB+128GB)【免息版】,1799,"【12期免息】华为荣耀 note10 大屏手机 幻影蓝 公开全网通(6GB+128GB)【免息版】,30960109106,500.00g,其他,其它存储,其它存储卡,其他,其他,其他,其他英寸,其它分辨率,其它屏幕比例,其他,5000mAh（典型值）,5V/4.5A,其他,Android(安卓),VOLTE 4G通话",50,97,"完美运行,上网极快,观感舒适,手游畅通,"
63409032569,华为（HUAWEI）畅享10S 炫彩OLED屏幕指纹4800万超广角AI三摄 移动版全网通4G 幻夜黑 全网通 6GB+128GB,1799,"华为（HUAWEI）华为畅享 10S,63409032569,370.00g,其他,6GB,64GB,NM存储卡,后置三摄,4800万像素,1600万像素,6.3英寸,其它分辨率,其它屏幕比例,水滴屏,4000mAh (典型值),5V/2A,黑色,Android(安卓)",0,100,nan
62971081727,荣耀20i 手机 渐变蓝 全网通(6+256GB),1799,"荣耀20i 手机 渐变蓝 全网通(6+256GB),62971081727,390.00g,其他,6GB,其它存储,其它存储卡,其他,2400万像素,3200万像素,其他英寸,其它分辨率,其它屏幕比例,其他,3400mAh（典型值） 3320mAh（最小值）,4.5V/5A；5V/2A,渐变色,Android(安卓)",600,97,nan
54074130818,华为荣耀9X 麒麟810手机 【10天价保 】 魅海蓝 全网通 6GB+128GB,1799,"华为（HUAWEI）荣耀9X,54074130818,500.00g,麒麟810,6GB,64GB,支持MicroSD(TF),后置双摄,4800万像素,1600万像素,6.59英寸,其它分辨率,其它屏幕比例,弹出式摄像头,4000mAh（典型值）,5V/2A,蓝色,Android(安卓)",10,100,nan
56229507742,【新品，多仓发货】华为畅享10Plus 高清全面屏智能拍照手机 双卡双待 全网通4G 翡冷翠 6GB+128GB,1799,"【新品，多仓发货】华为畅享10Plus 高清全面屏智能拍照手机 双卡双待 全网通4G 翡冷翠 6GB+128GB,56229507742,400.00g,其他,其它内存,其它存储,支持MicroSD(TF),后置三摄,4800万像素,1600万像素,6.59英寸,其它分辨率,其它屏幕比例,其他,4000,5V/2A,其他,Android(安卓)",10,100,nan
63298058931,华为畅享10s 手机【白条分期0首付】HUAWEI全网通Plus 翡冷翠 6GB+128GB,1799,"华为畅享10s 手机【白条分期0首付】HUAWEI全网通Plus 翡冷翠 6GB+128GB,63298058931,500.00g,骁龙710,6GB,64GB,NM存储卡,其他,4800万像素,1600万像素,6.3英寸,其它分辨率,其它屏幕比例,水滴屏,4000mAh (典型值),5V/2A,渐变色,Android(安卓)",10,100,"完美运行,拍照一流,"
